Config, App, Score, Cycles, % Vertex,% SPI,% Primitive,% Tile,% CB,% DB,% RB Read,% RB Write,% TA,% TD,% TCP,% TCC-TCP BW,% TCC,% TCC-MEM BW,% MC,% MCS,% ES GPR,% ES Wave,% GS GPR,% GS Wave,% LS GPR,% LS Wave,% HS GPR,% HS Wave,% VS GPR,% VS Wave,% PosBuf,% ParamCache,% AS GPR,% AS Wave,% PS GPR,% PS Wave,% DBLQuadFifo,% PS LDS,% LDS,% PS DBTileFIFO,% PS DBMRTTileFIFO,% CS GPR,% CS Wave,% PrimShader GPR,% PrimShader Wave,% PrimShader_ParamCache,% PrimShader_PosBuf,% ALU,% SFU,% SHExport,% MEM_INST,% SX-DB,% Baryc,% Interp,% PaScFifo,Ave FPS, Min FPS, Max FPS, Time (ms), Ave Power (Watt), Ave Freq (MHz), Ave Shader Freq (MHz),TotDcallNum,ExTDPDcallNum,SNum,ONum,ASNum,AONum
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.7547,16668206008,0.7%,16.35%,0.59%,0%,0%,0.66%,0%,0%,0.46%,0%,13%,0%,0.1%,0%,0%,8.6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.77%,0.77%,1.54%,0%,0%,18.84%,0.89%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,21.62%,0%,1.62%,0%,5.42%,0%,1.05%,0%,136.29,57.46,4081.06,7247.05,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.6711,26431562771,0.44%,17%,0.42%,0%,0%,0.53%,0%,0%,0.34%,0%,10.85%,0%,0%,0%,0%,13.28%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.73%,0.42%,0.85%,0%,0%,19.48%,0.47%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,23.51%,0%,1.06%,0%,5.95%,0%,0.68%,0%,87.08,36.48,3035.04,11491.98,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.5207,8972618079,0.2%,8.56%,0.01%,0%,0%,2%,0%,0%,0%,0%,3.33%,0%,0%,0%,0%,35.03%,0%,0%,0%,0%,0%,0%,0%,0%,0%,18.31%,2.07%,0.05%,0%,0%,0.04%,1.93%,0%,0%,4.27%,0%,0%,0%,0%,0%,0%,0%,0%,24.19%,0%,0%,0%,0%,0%,0%,0%,140.22,97.11,221.19,3901.14,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.4002,27412304987,0.07%,9.01%,0%,0%,0%,3.5%,0%,0%,0%,0%,2.31%,0%,0%,0%,0%,42.72%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.73%,0.66%,0.02%,0%,0%,0%,0.56%,0%,0%,5.54%,0%,0%,0%,0%,0%,0%,0%,0%,29.85%,0%,0%,0%,0%,0%,0.01%,0%,65.59,44.84,90.14,11918.39,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.3192,43152308099,0%,17.81%,0.23%,0.01%,0%,2.18%,0%,0%,0%,0%,11.93%,0%,0%,0%,0%,55.1%,0%,0%,0%,0%,0%,0.19%,0%,0.22%,0%,0.56%,0.11%,0%,0%,0%,3.28%,1.59%,0%,0%,0.27%,0%,0%,0%,0%,0%,0%,0%,0%,6.27%,0%,0.01%,0%,0%,0%,0.25%,0%,53.62,46.48,79.57,18761.87,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.7846,6247375700,5.95%,15.22%,2.47%,0%,0.12%,0.18%,0%,0%,0%,0%,6.98%,0.03%,0.08%,0%,0%,12.97%,0%,0%,0%,0%,0%,0.02%,0%,5.05%,0%,4.6%,13.72%,0%,0%,0%,3.01%,0.06%,0%,0%,5.18%,0%,0%,2.93%,1.55%,0%,0%,0%,0%,17.73%,0%,0.78%,0%,0%,0%,1.38%,0%,168.25,151.42,187.19,2716.25,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Grid2_38x21,1.47,23401673128,0.11%,14.54%,0.64%,0.05%,0%,0.96%,0%,0%,0.01%,0%,11.92%,0.47%,0.11%,0%,0%,5.94%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.22%,0.01%,0%,0%,0%,37.53%,2.82%,0%,0%,5.72%,0%,0%,0%,1.18%,0%,0%,0%,0%,15.57%,0%,0%,0%,0%,0%,0.21%,0%,124.89,88.72,49922.63,10174.64,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.7744,16483009749,0.72%,16.66%,0.62%,0.01%,0%,0.72%,0%,0%,0.47%,0%,13.31%,0%,0.11%,0%,0%,3.19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.9%,0.82%,1.67%,0%,0%,19.95%,0.93%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.51%,0%,1.83%,0%,5.49%,0%,1.09%,0%,137.82,57.56,4084.49,7166.53,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.7038,25924560032,0.45%,17.72%,0.44%,0%,0%,0.61%,0%,0%,0.35%,0%,11.43%,0%,0.09%,0%,0%,4.02%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.89%,0.51%,0.96%,0%,0%,22.83%,0.5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,26.85%,0%,1.53%,0%,6.08%,0%,0.72%,0%,88.79,36.59,3039.28,11271.55,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.5361,8882678265,0.21%,8.95%,0.01%,0%,0%,2.05%,0%,0%,0%,0%,3.66%,0%,0%,0%,0%,33.47%,0%,0%,0%,0%,0%,0%,0%,0%,0%,18.55%,2.09%,0.05%,0%,0%,0.04%,1.96%,0%,0%,4.31%,0%,0%,0%,0%,0%,0%,0%,0%,24.64%,0%,0%,0%,0%,0%,0.01%,0%,141.64,98.34,221.9,3862.03,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.419,27049952287,0.07%,9.29%,0%,0%,0%,3.71%,0%,0%,0%,0%,2.35%,0%,0%,0%,0%,41.62%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.82%,0.66%,0.02%,0%,0%,0%,0.57%,0%,0%,5.62%,0%,0%,0%,0%,0%,0%,0%,0%,30.26%,0%,0%,0%,0%,0%,0.01%,0%,66.47,45.58,90.64,11760.85,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.4108,40349310320,0%,21.15%,0.27%,0.01%,0%,2.56%,0%,0%,0%,0%,15.26%,0%,0%,0%,0%,41.73%,0%,0%,0%,0%,0%,0.21%,0%,0.23%,0%,0.75%,0.13%,0%,0%,0%,3.56%,1.85%,0%,0%,0.29%,0%,0%,0%,0%,0%,0%,0%,0%,9.9%,0%,0.02%,0%,0%,0%,2.07%,0%,57.34,49.73,83.3,17543.18,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.8391,6062344190,6.26%,16.58%,3.42%,0%,0.12%,0.18%,0%,0%,0%,0%,7.91%,0.06%,0.23%,0%,0%,5.18%,0%,0%,0%,0%,0%,0.02%,0%,5.47%,0%,5.24%,14.36%,0%,0%,0%,3.28%,0.06%,0%,0%,5.53%,0%,0%,3.02%,2.39%,0%,0%,0%,0%,18.3%,0%,0.89%,0%,0%,0%,1.5%,0%,173.39,155.63,193.37,2635.8,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Grid2_38x21,1.4847,23170150932,0.11%,15.12%,0.66%,0.05%,0%,1.01%,0%,0%,0.01%,0%,12.26%,0.47%,0.11%,0%,0%,4.05%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.32%,0.01%,0%,0%,0%,37.91%,2.93%,0%,0%,5.78%,0%,0%,0%,1.19%,0%,0%,0%,0%,15.75%,0%,0%,0%,0%,0%,0.25%,0%,126.14,89.42,53685.06,10073.98,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.7818,16414885532,0.74%,16.74%,0.63%,0.01%,0%,0.75%,0%,0%,0.47%,0%,13.57%,0.01%,0.11%,0%,0%,1.5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.96%,1.06%,1.72%,0%,0%,20.06%,0.95%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.99%,0%,2.11%,0%,5.52%,0%,1.12%,0%,138.4,57.61,4087.2,7136.91,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.7116,25805938037,0.46%,17.82%,0.44%,0%,0%,0.64%,0%,0%,0.35%,0%,11.67%,0%,0.1%,0%,0%,1.93%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.94%,0.73%,1.09%,0%,0%,23.32%,0.52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,27.38%,0%,1.78%,0%,6.11%,0%,0.74%,0%,89.19,36.61,3041.51,11219.97,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.58,8635646228,0.22%,10.43%,0.02%,0%,0%,2.21%,0%,0%,0%,0%,3.77%,0%,0%,0%,0%,29.94%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.25%,2.15%,0.05%,0%,0%,0.04%,2.04%,0%,0%,4.44%,0%,0%,0%,0%,0%,0%,0%,0%,25.44%,0%,0%,0%,0%,0%,0.01%,0%,145.7,101.69,223.86,3754.63,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.434,26765583555,0.07%,9.75%,0%,0%,0%,3.93%,0%,0%,0%,0%,2.37%,0%,0%,0%,0%,40.31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.89%,0.67%,0.02%,0%,0%,0%,0.58%,0%,0%,5.68%,0%,0%,0%,0%,0%,0%,0%,0%,30.7%,0%,0%,0%,0%,0%,0.01%,0%,67.17,46.13,91,11637.21,0,2300,2300,0,0,0,0,0,0
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.4784,38503672634,0%,25.79%,0.31%,0.01%,0%,2.96%,0%,0%,0%,0%,17.32%,0%,0%,0%,0%,22.05%,0%,0%,0%,0%,0%,0.22%,0%,0.25%,0%,1.01%,0.16%,0%,0%,0%,3.79%,2.13%,0%,0%,0.31%,0%,0%,0%,0%,0%,0%,0%,0%,11.97%,0%,0.03%,0%,0%,0%,11.69%,0%,60.09,52.39,86.52,16740.73,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8462,13176281167,5.38%,13.82%,1.35%,0%,0%,0.19%,0%,0%,0%,0%,5.2%,0%,0%,0%,0%,44.78%,0%,0%,0%,0%,0%,0%,0%,1.28%,0%,1.21%,15.55%,0%,0%,0%,2.66%,0.02%,0%,0%,4.97%,0%,0%,0.53%,0%,0%,0%,0%,0%,1.27%,0%,0.59%,0%,0%,0%,1.2%,0%,79.78,72.28,89,5728.82,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Grid2_38x21,0.7311,47051186064,0.13%,13.41%,0.54%,0.06%,0%,0.7%,0%,0%,0.01%,0%,11.75%,1.5%,0.11%,0%,0%,10.33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.83%,0.03%,0%,0%,0%,38.26%,1.09%,0%,0%,5.69%,0%,0%,0%,0%,0%,0%,0%,0%,15.41%,0%,0%,0%,0%,0%,0.15%,0%,62.12,44.2,30116.83,20457.04,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.8069,36244574808,0.55%,12.15%,0.51%,0%,0%,0.55%,0%,0%,0.44%,0%,10.25%,0%,0%,0%,0%,32.19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.07%,1.51%,0.68%,0%,0%,16.16%,0.28%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,15.91%,0%,0.27%,0%,4.68%,0%,0.82%,0%,62.68,28.32,2809.43,15758.51,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.79,55909531038,0.39%,13.37%,0.38%,0%,0%,0.49%,0%,0%,0.32%,0%,8.57%,0%,0%,0%,0%,29.17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.98%,0.78%,0.41%,0%,0%,17.69%,0.17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.75%,0%,0.41%,0%,5.54%,0%,0.57%,0%,41.17,18.07,2260.68,24308.49,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7913,17243631572,0.21%,7.6%,0.01%,0%,0%,2.48%,0%,0%,0%,0%,1.95%,0%,0%,0%,0%,47.02%,0%,0%,0%,0%,0%,0%,0%,0%,0%,8.1%,3.34%,0.05%,0%,0%,0.05%,1.06%,0%,0%,4.44%,0%,0%,0%,0%,0%,0%,0%,0%,23.69%,0%,0%,0%,0%,0%,0%,0%,72.97,49.3,111.78,7497.23,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6924,55437250896,0.07%,7.8%,0%,0%,0%,3.56%,0%,0%,0%,0%,2.28%,0%,0%,0%,0%,47.64%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.33%,1%,0.02%,0%,0%,0.01%,0.3%,0%,0%,5.48%,0%,0%,0%,0%,0%,0%,0%,0%,29.51%,0%,0%,0%,0%,0%,0.02%,0%,32.43,21.89,44.76,24103.15,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.6296,90413190991,0%,15.86%,0.18%,0.01%,0%,1.94%,0%,0%,0%,0%,10%,0%,0%,0%,0%,62.4%,0%,0%,0%,0%,0%,0.06%,0%,0.08%,0%,0.14%,0.15%,0%,0%,0%,3.3%,0.75%,0%,0%,0.28%,0%,0.02%,0%,0%,0%,0%,0%,0%,4.69%,0%,0%,0%,0%,0%,0.15%,0%,25.59,22.18,38.6,39310.08,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8523,13081087772,5.46%,13.98%,1.39%,0%,0%,0.19%,0%,0%,0%,0%,5.3%,0%,0%,0%,0%,43.96%,0%,0%,0%,0%,0%,0%,0%,1.29%,0%,1.24%,15.7%,0%,0%,0%,2.68%,0.02%,0%,0%,5.01%,0%,0%,0.6%,0%,0%,0%,0%,0%,1.34%,0%,0.6%,0%,0%,0%,1.23%,0%,80.36,72.8,89.62,5687.43,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Grid2_38x21,0.7321,46988803724,0.13%,13.46%,0.54%,0.07%,0%,0.71%,0%,0%,0.01%,0%,11.77%,1.5%,0.11%,0%,0%,10.12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.84%,0.03%,0%,0%,0%,38.32%,1.1%,0%,0%,5.7%,0%,0%,0%,0%,0%,0%,0%,0%,15.44%,0%,0%,0%,0%,0%,0.16%,0%,62.2,44.24,30352.54,20429.91,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.762,38380959754,0.48%,8.82%,0.46%,0%,0%,0.51%,0%,0%,0.39%,0%,9.28%,0%,0%,0%,0%,40.64%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.66%,1.32%,0.63%,0%,0%,14.91%,0.22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,14.78%,0%,0.18%,0%,3.98%,0%,0.73%,0%,59.19,28.08,2731.32,16687.37,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7095,62252088734,0.29%,8.05%,0.32%,0%,0%,0.42%,0%,0%,0.26%,0%,6.44%,0%,0%,0%,0%,46.68%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.47%,0.62%,0.35%,0%,0%,13.96%,0.11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,16.28%,0%,0.1%,0%,4.19%,0%,0.45%,0%,36.97,17.79,2200.05,27066.13,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.8087,16873061358,0.22%,8.5%,0.01%,0%,0%,2.6%,0%,0%,0%,0%,2.91%,0%,0%,0%,0%,43.21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,8.35%,3.42%,0.05%,0%,0%,0.05%,1.09%,0%,0%,4.54%,0%,0%,0%,0%,0%,0%,0%,0%,25.04%,0%,0%,0%,0%,0%,0%,0%,74.57,50.6,112.55,7336.11,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.689,55708573971,0.07%,7.61%,0%,0%,0%,3.53%,0%,0%,0%,0%,2.27%,0%,0%,0%,0%,48.08%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.31%,0.99%,0.02%,0%,0%,0%,0.3%,0%,0%,5.45%,0%,0%,0%,0%,0%,0%,0%,0%,29.35%,0%,0%,0%,0%,0%,0.02%,0%,32.27,21.77,44.68,24221.12,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.6339,89806141011,0%,16.12%,0.18%,0.01%,0%,1.97%,0%,0%,0%,0%,10.18%,0%,0%,0%,0%,61.7%,0%,0%,0%,0%,0%,0.06%,0%,0.08%,0%,0.14%,0.16%,0%,0%,0%,3.33%,0.76%,0%,0%,0.28%,0%,0.02%,0%,0%,0%,0%,0%,0%,4.85%,0%,0%,0%,0%,0%,0.16%,0%,25.76,22.33,38.82,39046.15,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8785,12691489882,5.81%,14.54%,1.55%,0%,0%,0.19%,0%,0%,0%,0%,5.7%,0%,0.03%,0%,0%,34.42%,0%,0%,0%,0%,0%,0%,0%,1.37%,0%,1.38%,16.34%,0%,0%,0%,2.84%,0.02%,0%,0%,5.19%,0%,0%,0.78%,0%,0%,0%,0%,0%,7.88%,0%,0.64%,0%,0%,0%,1.31%,0%,82.82,74.9,92.37,5518.04,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Grid2_38x21,0.737,46676425580,0.14%,13.98%,0.56%,0.07%,0%,0.73%,0%,0%,0.01%,0%,11.85%,1.51%,0.11%,0%,0%,8.84%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.87%,0.03%,0%,0%,0%,38.61%,1.18%,0%,0%,5.74%,0%,0%,0%,0%,0%,0%,0%,0%,15.6%,0%,0%,0%,0%,0%,0.18%,0%,62.62,44.47,31670.18,20294.1,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.8758,33396202365,0.67%,16.02%,0.58%,0%,0%,0.62%,0%,0%,0.48%,0%,12.36%,0.01%,0%,0%,0%,17.04%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.77%,1.81%,0.75%,0%,0%,18.2%,0.37%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.94%,0%,1.02%,0%,5.36%,0%,1.01%,0%,68.02,28.62,2880.15,14520.09,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.8571,51533124374,0.46%,17.43%,0.44%,0%,0%,0.59%,0%,0%,0.37%,0%,11.26%,0.01%,0%,0%,0%,12.48%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.42%,1.11%,0.46%,0%,0%,20.86%,0.23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,23.53%,0%,1.5%,0%,6.11%,0%,0.72%,0%,44.67,18.26,2277.36,22405.71,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.8182,16677065203,0.23%,8.68%,0.01%,0%,0%,2.67%,0%,0%,0%,0%,3.2%,0%,0%,0%,0%,42.02%,0%,0%,0%,0%,0%,0%,0%,0%,0%,8.47%,3.46%,0.05%,0%,0%,0.05%,1.1%,0%,0%,4.59%,0%,0%,0%,0%,0%,0%,0%,0%,25.47%,0%,0%,0%,0%,0%,0.01%,0%,75.44,51.37,113.04,7250.9,0,2300,2300,0,0,0,0,0,0
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.7081,54207338446,0.07%,8.39%,0%,0%,0%,3.74%,0%,0%,0%,0%,2.34%,0%,0%,0%,0%,45.91%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.39%,1.02%,0.02%,0%,0%,0.01%,0.31%,0%,0%,5.61%,0%,0%,0%,0%,0%,0%,0%,0%,30.19%,0%,0%,0%,0%,0%,0.02%,0%,33.17,22.5,45.14,23568.41,0,2300,2300,0,0,0,0,0,0
