Config, Score for All Resolutions, Min Score, Max Score, Cycles, Mem Efficiency (%), #1 bottleneck, #2 bottleneck, #3 bottleneck, #4 bottleneck, #5 bottleneck,#1 IF Improv % [activity], #2 IF Improv % [activity], #3 IF Improv % [activity], #4 IF Improv % [activity], #5 IF Improv % [activity],Ave FPS, Min FPS, Max FPS, Time (ms), Min App, Max App
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.5508,1.550756,1.550756,16400080290.1876,11.1,ALU (25.1%),PS GPR (20.1%),SPI (16.8%),TCP (13.6%),VS Wave (8%),ALU (4.5%) [100.0],PS GPR (2.8%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],133.29,55.39,3930.6,8200.04,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.726,0.7259551,0.7259551,35033187858.2512,54.2,MCS (26.4%),ALU (17.2%),PS GPR (17.1%),SPI (13.3%),TCP (10.9%),MCS (9.8%) [95.8],ALU (2.6%) [100.0],PS GPR (2.2%) [NaN],SPI (3.9%) [66.1],TCP (0.7%) [88.0],62.4,27.35,2740.88,17516.59,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6929,0.6928967,0.6928967,36704635125.1015,60.2,MCS (34.3%),PS GPR (15.9%),ALU (15.7%),SPI (10.4%),TCP (10.1%),MCS (14%) [100.0],PS GPR (2.1%) [NaN],ALU (2.4%) [90.6],SPI (3.1%) [59.9],TCP (0.6%) [79.8],59.56,27.17,2686.44,18352.32,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.7739,0.7738639,0.7738639,32864334289.9955,38.7,ALU (20.7%),PS GPR (18.8%),SPI (16.3%),MCS (13.6%),TCP (12.9%),ALU (3.4%) [100.0],PS GPR (2.4%) [NaN],SPI (5.6%) [66.1],MCS (3.9%) [71.2],TCP (0.8%) [88.0],66.52,27.58,2772.14,16432.17,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.7958,0.7958186,0.7958186,31957687644.4743,26.6,ALU (23.2%),PS GPR (20.2%),SPI (17.1%),TCP (13.6%),MCS (6.7%),ALU (3.9%) [100.0],PS GPR (2.6%) [NaN],SPI (6.1%) [66.1],TCP (0.9%) [88.0],MCS (1.2%) [55.9],68.4,27.67,2777.1,15978.84,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.8566,2.85662,2.85662,8903012637.45888,10,ALU (22.7%),PS GPR (18.3%),SPI (15.4%),VS Wave (14.3%),TCP (12.2%),ALU (3.8%) [100.0],PS GPR (2.4%) [35.2],SPI (5.5%) [66.1],VS Wave (8.6%) [37.8],TCP (0.8%) [88.0],245.53,110.48,4771.59,4451.51,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.3949,1.394857,1.394857,19144720609.8306,60.7,MCS (34.7%),PS GPR (15.2%),ALU (15%),SPI (9.7%),TCP (9.6%),MCS (14.5%) [100.0],PS GPR (1.9%) [30.6],ALU (2.2%) [86.6],SPI (2.8%) [57.3],TCP (0.6%) [76.3],119.89,56.9,4101.31,9116.53,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.5637,1.563737,1.563737,17077133099.5708,38.9,ALU (19.7%),PS GPR (18%),SPI (15.7%),MCS (13.9%),TCP (12.4%),ALU (3.2%) [100.0],PS GPR (2.3%) [35.4],SPI (5.3%) [66.1],MCS (4.1%) [74.3],TCP (0.8%) [88.0],134.41,57.83,4115.72,8131.97,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.6098,1.609845,1.609845,16588028351.6042,26.4,ALU (22.1%),PS GPR (19.2%),SPI (16.5%),TCP (13.1%),VS Wave (7.8%),ALU (3.7%) [100.0],PS GPR (2.5%) [35.4],SPI (5.9%) [66.1],TCP (0.8%) [88.0],VS Wave (4.3%) [22.4],138.37,58.05,4121.07,7899.06,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.6232,1.623227,1.623227,16451272486.2547,13.6,ALU (24.8%),PS GPR (20%),SPI (16.7%),TCP (13.5%),VS Wave (7.9%),ALU (4.3%) [100.0],PS GPR (2.7%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],139.52,58.12,4124.22,7833.94,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.628,1.627999,1.627999,16403052459.1507,10.9,ALU (25.1%),PS GPR (20.1%),SPI (16.8%),TCP (13.6%),VS Wave (8%),ALU (4.4%) [100.0],PS GPR (2.8%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],139.93,58.16,4126.69,7810.98,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.754,0.7539794,0.7539794,35417605381.4284,54.3,MCS (28.6%),PS GPR (16.7%),ALU (16.5%),SPI (13%),TCP (10.7%),MCS (10.8%) [100.0],PS GPR (2.2%) [NaN],ALU (2.6%) [99.8],SPI (3.7%) [66.0],TCP (0.7%) [87.9],64.81,28.68,2865.31,16865.53,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.7171,0.7170793,0.7170793,37240157168.8391,60.6,MCS (36.3%),PS GPR (15.6%),ALU (15.4%),SPI (9.9%),TCP (9.8%),MCS (15.2%) [100.0],PS GPR (2%) [NaN],ALU (2.3%) [86.6],SPI (2.9%) [57.3],TCP (0.6%) [76.3],61.64,28.47,2800.43,17733.41,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.8085,0.8084646,0.8084646,33030693354.0582,38.8,ALU (20.4%),PS GPR (18.6%),SPI (16.2%),MCS (14.7%),TCP (12.8%),ALU (3.4%) [100.0],PS GPR (2.4%) [NaN],SPI (5.5%) [66.1],MCS (4.4%) [74.3],TCP (0.8%) [88.0],69.49,28.93,2909.74,15728.9,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.8337,0.8336881,0.8336881,32031338441.7148,26.3,ALU (22.9%),PS GPR (19.9%),SPI (17.1%),TCP (13.6%),MCS (7.5%),ALU (3.9%) [100.0],PS GPR (2.6%) [NaN],SPI (6.1%) [66.1],TCP (0.9%) [88.0],MCS (1.4%) [58.3],71.66,29.05,2915.2,15253.02,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi12-384b-14m-2100e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.9964,2.996355,2.996355,8912209790.63353,10.3,ALU (22.5%),PS GPR (18.2%),SPI (15.4%),VS Wave (14.3%),TCP (12.2%),ALU (3.8%) [100.0],PS GPR (2.4%) [35.2],SPI (5.5%) [66.1],VS Wave (8.6%) [37.8],TCP (0.8%) [88.0],257.55,115.98,5009.73,4243.91,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.4411,1.441147,1.441147,19412160169.7855,61.1,MCS (36.8%),PS GPR (14.8%),ALU (14.7%),TCP (9.3%),SPI (9%),MCS (15.7%) [100.0],PS GPR (1.9%) [29.4],ALU (2.1%) [83.0],TCP (0.5%) [73.0],SPI (2.6%) [54.8],123.87,59.49,4294.85,8823.71,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.6303,1.630259,1.630259,17160329077.5902,39.1,ALU (19.5%),PS GPR (17.8%),SPI (15.6%),MCS (14.9%),TCP (12.2%),ALU (3.2%) [100.0],PS GPR (2.3%) [35.4],SPI (5.2%) [66.1],MCS (4.6%) [77.4],TCP (0.7%) [88.0],140.13,60.54,4310.67,7800.15,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.6826,1.682635,1.682635,16626165139.3125,26.4,ALU (21.9%),PS GPR (19.1%),SPI (16.4%),TCP (13.1%),VS Wave (7.8%),ALU (3.7%) [100.0],PS GPR (2.5%) [35.4],SPI (5.9%) [66.1],TCP (0.8%) [88.0],VS Wave (4.3%) [22.4],144.63,60.79,4316.55,7557.35,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.699,1.698988,1.698988,16466137439.4018,14.1,ALU (24.7%),PS GPR (20%),SPI (16.7%),TCP (13.4%),VS Wave (7.9%),ALU (4.2%) [100.0],PS GPR (2.7%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],146.03,60.88,4320.03,7484.61,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.705,1.704995,1.704995,16408124832.7322,10.7,ALU (25%),PS GPR (20.1%),SPI (16.7%),TCP (13.6%),VS Wave (8%),ALU (4.4%) [100.0],PS GPR (2.8%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],146.55,60.92,4322.74,7458.24,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.781,0.7809724,0.7809724,35821715259.2815,54.6,MCS (30.4%),PS GPR (16.4%),ALU (16.2%),SPI (12.6%),TCP (10.5%),MCS (11.8%) [100.0],PS GPR (2.1%) [NaN],ALU (2.5%) [95.7],SPI (3.5%) [63.3],TCP (0.6%) [84.2],67.13,30,2986.73,16282.6,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.7401,0.7401311,0.7401311,37798400843.2805,60.9,MCS (38.6%),PS GPR (15.2%),ALU (15.1%),TCP (9.6%),SPI (9.3%),MCS (16.4%) [100.0],PS GPR (2%) [NaN],ALU (2.2%) [83.0],TCP (0.6%) [73.0],SPI (2.7%) [54.8],63.62,29.76,2911.52,17181.09,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.8424,0.8424471,0.8424471,33207748844.0324,39,ALU (20.2%),PS GPR (18.4%),SPI (16.1%),MCS (15.8%),TCP (12.6%),ALU (3.3%) [100.0],PS GPR (2.4%) [NaN],SPI (5.4%) [66.1],MCS (4.9%) [77.4],TCP (0.8%) [88.0],72.41,30.29,3047.15,15094.43,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.8712,0.8711534,0.8711534,32113487725.3836,26.3,ALU (22.7%),PS GPR (19.8%),SPI (17%),TCP (13.5%),MCS (8.3%),ALU (3.8%) [100.0],PS GPR (2.6%) [NaN],SPI (6.1%) [66.1],TCP (0.8%) [88.0],MCS (1.7%) [60.6],74.88,30.42,3053.22,14597.04,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi12-384b-14m-2200e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3.1354,3.135354,3.135354,8922684885.48112,10.6,ALU (22.3%),PS GPR (18.1%),SPI (15.3%),VS Wave (14.2%),TCP (12.1%),ALU (3.7%) [100.0],PS GPR (2.3%) [35.2],SPI (5.5%) [66.1],VS Wave (8.6%) [37.8],TCP (0.8%) [88.0],269.49,121.47,5247.84,4055.77,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.4855,1.485503,1.485503,19688550102.8187,61.4,MCS (38.7%),PS GPR (14.5%),ALU (14.4%),TCP (9.1%),SPI (8.6%),MCS (16.8%) [100.0],PS GPR (1.9%) [28.2],ALU (2.1%) [79.6],TCP (0.5%) [70.1],SPI (2.5%) [52.6],127.68,62.07,4488.17,8560.24,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.6957,1.69573,1.69573,17247672834.6733,39.3,ALU (19.3%),PS GPR (17.6%),MCS (16%),SPI (15.5%),TCP (12%),ALU (3.1%) [100.0],PS GPR (2.3%) [35.4],MCS (5.1%) [80.5],SPI (5.1%) [66.1],TCP (0.7%) [88.0],145.75,63.24,4505.5,7498.99,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.7547,1.754682,1.754682,16668206008.1882,26.4,ALU (21.6%),PS GPR (18.8%),SPI (16.3%),TCP (13%),MCS (8.6%),ALU (3.6%) [100.0],PS GPR (2.5%) [35.4],SPI (5.8%) [66.1],TCP (0.8%) [88.0],MCS (1.8%) [63.0],150.82,63.53,4511.94,7247.05,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.7744,1.774397,1.774397,16483009749.8862,14.8,ALU (24.5%),PS GPR (19.9%),SPI (16.7%),TCP (13.3%),VS Wave (7.9%),ALU (4.2%) [100.0],PS GPR (2.6%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.3%) [22.4],152.51,63.64,4515.74,7166.53,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.7818,1.781761,1.781761,16414885532.0929,10.6,ALU (25%),PS GPR (20.1%),SPI (16.7%),TCP (13.6%),VS Wave (8%),ALU (4.4%) [100.0],PS GPR (2.8%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],153.15,63.69,4518.74,7136.91,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.8069,0.8069456,0.8069456,36244574808.3857,54.9,MCS (32.2%),PS GPR (16.2%),ALU (15.9%),SPI (12.1%),TCP (10.2%),MCS (12.9%) [100.0],PS GPR (2.1%) [NaN],ALU (2.4%) [91.9],SPI (3.3%) [60.7],TCP (0.6%) [80.9],69.36,31.31,3106.05,15758.51,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.762,0.7620289,0.7620289,38380959754.4064,61.1,MCS (40.6%),PS GPR (14.9%),ALU (14.8%),TCP (9.3%),SPI (8.8%),MCS (17.7%) [100.0],PS GPR (1.9%) [NaN],ALU (2.1%) [79.6],TCP (0.5%) [70.1],SPI (2.6%) [52.6],65.5,31.05,3019.7,16687.37,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.8758,0.8757702,0.8757702,33396202365.3482,39,ALU (19.9%),PS GPR (18.2%),MCS (17%),SPI (16%),TCP (12.4%),ALU (3.2%) [100.0],PS GPR (2.4%) [NaN],MCS (5.4%) [80.5],SPI (5.2%) [66.1],TCP (0.8%) [88.0],75.28,31.64,3184.24,14520.09,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.9082,0.9081581,0.9081581,32205185573.4361,26.2,ALU (22.4%),PS GPR (19.5%),SPI (16.9%),TCP (13.4%),MCS (9.2%),ALU (3.8%) [100.0],PS GPR (2.6%) [NaN],SPI (6%) [66.1],TCP (0.8%) [88.0],MCS (1.9%) [63.0],78.06,31.79,3191.18,14002.25,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi12-384b-14m-2300e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3.2735,3.273515,3.273515,8934554141.06293,11.2,ALU (21.9%),PS GPR (17.9%),SPI (15.3%),VS Wave (14.2%),TCP (12.1%),ALU (3.7%) [100.0],PS GPR (2.3%) [35.2],SPI (5.5%) [66.1],VS Wave (8.5%) [37.8],TCP (0.8%) [88.0],281.37,126.95,5485.89,3884.59,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.528,1.527962,1.527962,19973677035.9883,61.6,MCS (40.7%),PS GPR (14.2%),ALU (14.1%),TCP (8.7%),SPI (8.1%),MCS (18%) [100.0],PS GPR (1.8%) [27.1],ALU (2%) [76.5],TCP (0.5%) [67.3],SPI (2.3%) [50.6],131.33,64.63,4680.25,8322.37,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.7601,1.760088,1.760088,17339484096.4053,39.4,ALU (19%),PS GPR (17.4%),MCS (17.1%),SPI (15.4%),TCP (11.8%),ALU (3%) [100.0],PS GPR (2.3%) [35.4],MCS (5.6%) [83.6],SPI (5%) [66.1],TCP (0.7%) [88.0],151.28,65.94,4700.25,7224.79,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.826,1.825968,1.825968,16713885642.4443,27.1,ALU (21.5%),PS GPR (18.7%),SPI (16.3%),TCP (12.9%),MCS (9.4%),ALU (3.6%) [100.0],PS GPR (2.4%) [35.4],SPI (5.8%) [66.1],TCP (0.8%) [88.0],MCS (2%) [65.4],156.95,66.26,4707.29,6964.12,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.8494,1.849365,1.849365,16502431409.4195,15.8,ALU (24.3%),PS GPR (19.8%),SPI (16.6%),TCP (13.3%),VS Wave (7.9%),ALU (4.1%) [100.0],PS GPR (2.6%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.3%) [22.4],158.96,66.39,4711.41,6876.01,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.8583,1.858279,1.858279,16423272763.6249,10.5,ALU (25%),PS GPR (20.1%),SPI (16.7%),TCP (13.5%),VS Wave (8%),ALU (4.4%) [100.0],PS GPR (2.8%) [35.4],SPI (6%) [66.1],TCP (0.9%) [88.0],VS Wave (4.4%) [22.4],159.72,66.45,4714.71,6843.03,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.8318,0.8318362,0.8318362,36688745588.4497,55.1,MCS (34.2%),PS GPR (15.8%),ALU (15.7%),SPI (11.5%),TCP (10%),MCS (13.9%) [100.0],PS GPR (2%) [NaN],ALU (2.4%) [88.3],SPI (3.1%) [58.4],TCP (0.6%) [77.8],71.5,32.62,3222.89,15286.98,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.7828,0.7827533,0.7827533,38989327613.9496,61.1,MCS (42.8%),PS GPR (14.6%),ALU (14.5%),TCP (8.9%),SPI (8.3%),MCS (19%) [100.0],PS GPR (1.9%) [NaN],ALU (2%) [76.5],TCP (0.5%) [67.3],SPI (2.4%) [50.6],67.28,32.33,3125.21,16245.55,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.9084,0.908354,0.908354,33598162079.0717,39,ALU (19.7%),MCS (18.3%),PS GPR (18%),SPI (15.9%),TCP (12.1%),ALU (3.1%) [100.0],MCS (6%) [83.6],PS GPR (2.3%) [NaN],SPI (5.1%) [66.1],TCP (0.7%) [88.0],78.08,32.99,3320.74,13999.23,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.9447,0.9446647,0.9446647,32306729236.797,26.7,ALU (22.2%),PS GPR (19.4%),SPI (16.8%),TCP (13.4%),MCS (10.1%),ALU (3.7%) [100.0],PS GPR (2.5%) [NaN],SPI (6%) [66.1],TCP (0.8%) [88.0],MCS (2.2%) [65.4],81.2,33.15,3329.05,13461.14,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
Navi12-384b-14m-2400e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3.4106,3.410637,3.410637,8948189525.34553,11.8,ALU (21.7%),PS GPR (17.7%),SPI (15.3%),VS Wave (14.2%),TCP (12.1%),ALU (3.7%) [100.0],PS GPR (2.3%) [35.2],SPI (5.5%) [66.1],VS Wave (8.5%) [37.8],TCP (0.8%) [88.0],293.15,132.43,5723.93,3728.41,Rome2_19x10_AA_Extreme,Rome2_19x10_AA_Extreme
 
Config, Score for 2560x1440 Resolution, Min Score, Max Score, Cycles,Mem Efficiency (%), #1 bottleneck, #2 bottleneck, #3 bottleneck, #4 bottleneck, #5 bottleneck,#1 IF Improv % [activity], #2 IF Improv % [activity], #3 IF Improv % [activity], #4 IF Improv % [activity], #5 IF Improv % [activity],Ave FPS, Min FPS, Max FPS, Time (ms), Min App, Max App
Fiji-4096b-1m-1000e-4P-64CU-16RB-DCC-HBM-2048K,1,1,1,19204075715.4821,78.3,ALU (18.2%),PS GPR (17.4%),MCS (12.9%),SHExport (8.3%),TCP (8.3%),ALU (3.9%) [100.0],PS GPR (2.3%) [39.0],MCS (2.9%) [74.5],SHExport (0.4%) [67.7],TCP (0.6%) [88.2],56.81,25.26,1634.92,19204.08,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Vega10-2048b-2m-1700e-4P-56CU-16RB-DCC-PBB-HBM-4096K,1.7106,1.710593,1.710593,19085146632.195,76.4,ALU (25.7%),PS GPR (22.5%),SHExport (12.4%),TCP (11.8%),SX-DB (8.3%),ALU (5.4%) [100.0],PS GPR (3.3%) [38.8],SHExport (0.5%) [60.5],TCP (1%) [87.7],SX-DB (0.8%) [50.4],97.18,41.62,2740.29,11226.56,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
RacerX-128b-8m-1200e-2P-16CU-4RB-DCC-1024K,0.3368,0.3367954,0.3367954,68424015092.7673,62.1,ALU (23%),MCS (22.5%),PS GPR (18.8%),TCP (10.8%),SX-DB (10%),ALU (4.9%) [100.0],MCS (5.5%) [81.9],PS GPR (2.6%) [NaN],TCP (0.9%) [88.2],SX-DB (1.9%) [56.5],19.13,8.01,1138.97,57020.01,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
RacerX-128b-8m-1400e-2P-16CU-4RB-DCC-1024K,0.3799,0.3798968,0.3798968,70771067739.3023,62.2,MCS (29.9%),ALU (21.3%),PS GPR (17.6%),SX-DB (9.6%),TCP (9.4%),MCS (8.7%) [93.9],ALU (4.3%) [100.0],PS GPR (2.4%) [NaN],SX-DB (1.8%) [56.5],TCP (0.8%) [88.2],21.58,9.31,1314.91,50550.76,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.1779,1.17795,1.17795,29345339230.6361,57.4,MCS (33.5%),ALU (18.4%),PS GPR (16.2%),SPI (11.1%),TCP (8%),MCS (12.4%) [100.0],ALU (2.9%) [96.6],PS GPR (2%) [37.2],SPI (3.2%) [59.6],TCP (0.4%) [80.5],66.92,30.67,2572.65,16302.97,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.3315,1.331469,1.331469,25961804854.9083,60.9,ALU (25.3%),PS GPR (23.1%),SPI (17.4%),TCP (11.4%),SX-DB (6.1%),ALU (4.5%) [100.0],PS GPR (3.1%) [38.5],SPI (6%) [61.7],TCP (0.6%) [83.4],SX-DB (0.5%) [36.0],75.64,31.16,2588.19,14423.22,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
